5.5,2,1.0,-73.981233,40.750352,1,-73.971928,40.76271,0.5,0.5,0.0,0.0,6.5,300.0,0.0,1.0
3.5,5,0.49,-74.002002,40.740467,1,-74.000522,40.737327,0.5,0.5,1.0,0.0,5.5,120.0,0.0,1.0
5.5,5,1.2,-73.982837,40.739362,1,-73.97465,40.751922,0.5,0.5,1.2,0.0,7.7,240.0,0.0,1.0
7.5,1,1.5,0.0,0.0,1,0.0,0.0,0.5,0.5,0.0,0.0,8.5,420.0,1.0,0.0
3.0,1,0.13,-73.969887,40.758478,1,-73.968382,40.759863,0.5,0.5,0.0,0.0,4.0,120.0,0.0,1.0
4.5,1,0.7,-73.979579,40.749961,1,-73.990823,40.750899,0.0,0.5,0.0,0.0,5.0,180.0,1.0,0.0
11.5,3,2.7,-73.994431,40.728555,1,-73.997924,40.756662,0.5,0.5,2.5,0.0,15.0,840.0,1.0,0.0
7.5,1,1.6,-73.982484,40.763389,1,-73.98815,40.779351,0.5,0.5,1.0,0.0,9.5,420.0,1.0,0.0
23.5,1,6.7,-73.990925,40.745155,1,-73.919688,40.762593,0.0,0.5,4.8,0.0,28.8,1440.0,1.0,0.0
6.0,5,0.93,-73.971343,40.795562,1,-73.9632,40.799352,0.5,0.5,0.0,0.0,7.0,360.0,0.0,1.0
7.5,5,1.69,-74.00435,40.712912,1,-73.991372,40.696655,0.0,0.5,0.0,0.0,8.0,300.0,0.0,1.0
9.5,1,2.2,-73.957133,40.712312,1,-73.986202,40.722295,0.5,0.5,2.1,0.0,12.6,420.0,1.0,0.0
14.0,1,4.4,-73.942469,40.806492,1,-73.982146,40.756546,0.5,0.5,2.0,0.0,17.0,660.0,1.0,0.0
10.5,1,3.0,-73.962897,40.799002,1,-73.990916,40.76069,0.5,0.5,0.0,0.0,11.5,540.0,1.0,0.0
14.0,1,4.46,-73.944845,40.803327,1,-73.985058,40.753492,0.0,0.5,2.8,0.0,17.3,660.0,0.0,1.0
7.0,1,1.4,-73.968805,40.754385,1,-73.99035,40.756793,0.0,0.5,1.5,0.0,9.0,420.0,1.0,0.0
3.5,1,0.54,-73.97904,40.74453,1,-73.974947,40.750447,0.5,0.5,0.0,0.0,4.5,120.0,0.0,1.0
7.0,1,1.74,-73.967427,40.756857,1,-73.982355,40.735975,0.5,0.5,0.0,0.0,8.0,360.0,0.0,1.0
4.0,3,0.48,-73.99101,40.760733,1,-73.985392,40.756988,0.5,0.5,0.0,0.0,5.0,180.0,0.0,1.0
5.5,1,0.8,-73.987532,40.732724,1,-74.001246,40.739377,0.5,0.5,1.3,0.0,7.8,300.0,1.0,0.0
